ID	CHOICE	COST1	SIZE1	STORAGE1	CAM1	OS1	COST2	SIZE2	STORAGE2	CAM2	OS2	COST3	SIZE3	STORAGE3	CAM3	OS3	GENDER	AGE	AVAIL1	AVAIL2	AVAIL3
36	3	800	6.2	256	3	0	600	5.8	128	1	1	600	6.4	128	4	0	1	2	1	1	1
36	2	800	6.2	256	3	1	400	6.4	256	4	0	400	5.8	128	1	1	0	2	1	1	1
36	2	1000	6.2	256	3	0	600	6.4	64	2	0	800	5.8	512	2	0	0	1	1	1	1
36	2	400	5.8	128	4	0	800	6.4	512	1	1	600	6	256	2	0	0	1	1	1	1
36	3	1000	6	512	4	1	800	6.2	128	3	0	400	6	128	1	0	0	2	1	1	1
36	2	800	6	512	1	1	400	6.2	64	4	0	1000	6.2	256	2	1	1	1	1	1	1
36	1	600	6.4	128	1	0	1000	5.8	256	4	1	1000	6	256	3	0	0	1	1	1	1
36	2	600	6	128	2	1	600	6.4	512	1	1	400	5.8	64	4	1	0	1	1	1	1
36	2	400	5.8	64	1	1	400	6	128	2	0	800	6.4	512	4	1	1	3	1	1	1
36	3	600	6.2	128	2	1	400	6	64	4	1	400	6.2	512	2	0	0	3	1	1	1
36	2	1000	6	64	3	1	600	5.8	512	1	0	1000	6.4	64	4	1	1	2	1	1	1
36	1	400	6.4	64	2	0	800	5.8	512	2	1	800	6.2	256	3	0	1	3	1	1	1
36	1	600	6.4	512	2	0	800	6	64	2	1	600	5.8	64	3	1	0	2	1	1	1
36	3	1000	6.4	64	1	1	1000	6	128	3	0	1000	6	512	3	0	1	2	1	1	1
36	1	800	5.8	512	4	0	1000	6.2	256	3	0	800	6.2	64	1	1	1	1	1	1	1
36	1	400	5.8	256	4	0	1000	6.2	256	3	1	600	6.4	128	1	1	1	2	1	1	1
37	3	800	6.2	256	3	0	600	5.8	128	1	1	600	6.4	128	4	0	0	3	1	1	1
37	2	800	6.2	256	3	1	400	6.4	256	4	0	400	5.8	128	1	1	1	2	1	1	1
37	2	1000	6.2	256	3	0	600	6.4	64	2	0	800	5.8	512	2	0	0	2	1	1	1
37	1	400	5.8	128	4	0	800	6.4	512	1	1	600	6	256	2	0	0	2	1	1	1
37	3	1000	6	512	4	1	800	6.2	128	3	0	400	6	128	1	0	0	1	1	1	1
37	2	800	6	512	1	1	400	6.2	64	4	0	1000	6.2	256	2	1	1	3	1	1	1
37	3	600	6.4	128	1	0	1000	5.8	256	4	1	1000	6	256	3	0	0	2	1	1	1
37	3	600	6	128	2	1	600	6.4	512	1	1	400	5.8	64	4	1	0	2	1	1	1
37	3	400	5.8	64	1	1	400	6	128	2	0	800	6.4	512	4	1	1	2	1	1	1
37	3	600	6.2	128	2	1	400	6	64	4	1	400	6.2	512	2	0	0	2	1	1	1
37	2	1000	6	64	3	1	600	5.8	512	1	0	1000	6.4	64	4	1	0	1	1	1	1
37	1	400	6.4	64	2	0	800	5.8	512	2	1	800	6.2	256	3	0	0	2	1	1	1
37	1	600	6.4	512	2	0	800	6	64	2	1	600	5.8	64	3	1	0	1	1	1	1
37	3	1000	6.4	64	1	1	1000	6	128	3	0	1000	6	512	3	0	0	2	1	1	1
37	1	800	5.8	512	4	0	1000	6.2	256	3	0	800	6.2	64	1	1	0	3	1	1	1
37	1	400	5.8	256	4	0	1000	6.2	256	3	1	600	6.4	128	1	1	1	3	1	1	1
38	3	800	6.2	256	3	0	600	5.8	128	1	1	600	6.4	128	4	0	0	2	1	1	1
38	2	800	6.2	256	3	1	400	6.4	256	4	0	400	5.8	128	1	1	0	2	1	1	1
38	1	1000	6.2	256	3	0	600	6.4	64	2	0	800	5.8	512	2	0	1	1	1	1	1
38	1	400	5.8	128	4	0	800	6.4	512	1	1	600	6	256	2	0	0	2	1	1	1
38	3	1000	6	512	4	1	800	6.2	128	3	0	400	6	128	1	0	1	1	1	1	1
38	2	800	6	512	1	1	400	6.2	64	4	0	1000	6.2	256	2	1	0	2	1	1	1
38	1	600	6.4	128	1	0	1000	5.8	256	4	1	1000	6	256	3	0	0	1	1	1	1
38	3	600	6	128	2	1	600	6.4	512	1	1	400	5.8	64	4	1	0	1	1	1	1
38	2	400	5.8	64	1	1	400	6	128	2	0	800	6.4	512	4	1	0	2	1	1	1
38	2	600	6.2	128	2	1	400	6	64	4	1	400	6.2	512	2	0	0	1	1	1	1
38	2	1000	6	64	3	1	600	5.8	512	1	0	1000	6.4	64	4	1	0	2	1	1	1
38	1	400	6.4	64	2	0	800	5.8	512	2	1	800	6.2	256	3	0	0	2	1	1	1
38	1	600	6.4	512	2	0	800	6	64	2	1	600	5.8	64	3	1	0	1	1	1	1
38	3	1000	6.4	64	1	1	1000	6	128	3	0	1000	6	512	3	0	0	2	1	1	1
38	3	800	5.8	512	4	0	1000	6.2	256	3	0	800	6.2	64	1	1	0	1	1	1	1
38	1	400	5.8	256	4	0	1000	6.2	256	3	1	600	6.4	128	1	1	0	1	1	1	1
39	3	800	6.2	256	3	0	600	5.8	128	1	1	600	6.4	128	4	0	1	2	1	1	1
39	2	800	6.2	256	3	1	400	6.4	256	4	0	400	5.8	128	1	1	1	1	1	1	1
39	2	1000	6.2	256	3	0	600	6.4	64	2	0	800	5.8	512	2	0	0	3	1	1	1
39	2	400	5.8	128	4	0	800	6.4	512	1	1	600	6	256	2	0	1	1	1	1	1
39	1	1000	6	512	4	1	800	6.2	128	3	0	400	6	128	1	0	1	1	1	1	1
39	2	800	6	512	1	1	400	6.2	64	4	0	1000	6.2	256	2	1	0	2	1	1	1
39	1	600	6.4	128	1	0	1000	5.8	256	4	1	1000	6	256	3	0	1	2	1	1	1
39	3	600	6	128	2	1	600	6.4	512	1	1	400	5.8	64	4	1	1	1	1	1	1
39	2	400	5.8	64	1	1	400	6	128	2	0	800	6.4	512	4	1	0	2	1	1	1
39	2	600	6.2	128	2	1	400	6	64	4	1	400	6.2	512	2	0	0	1	1	1	1
39	2	1000	6	64	3	1	600	5.8	512	1	0	1000	6.4	64	4	1	1	3	1	1	1
39	1	400	6.4	64	2	0	800	5.8	512	2	1	800	6.2	256	3	0	1	2	1	1	1
39	1	600	6.4	512	2	0	800	6	64	2	1	600	5.8	64	3	1	0	2	1	1	1
39	2	1000	6.4	64	1	1	1000	6	128	3	0	1000	6	512	3	0	0	3	1	1	1
39	1	800	5.8	512	4	0	1000	6.2	256	3	0	800	6.2	64	1	1	0	2	1	1	1
39	1	400	5.8	256	4	0	1000	6.2	256	3	1	600	6.4	128	1	1	0	3	1	1	1
40	3	800	6.2	256	3	0	600	5.8	128	1	1	600	6.4	128	4	0	1	2	1	1	1
40	2	800	6.2	256	3	1	400	6.4	256	4	0	400	5.8	128	1	1	0	3	1	1	1
40	2	1000	6.2	256	3	0	600	6.4	64	2	0	800	5.8	512	2	0	0	1	1	1	1
40	1	400	5.8	128	4	0	800	6.4	512	1	1	600	6	256	2	0	1	2	1	1	1
40	3	1000	6	512	4	1	800	6.2	128	3	0	400	6	128	1	0	0	2	1	1	1
40	2	800	6	512	1	1	400	6.2	64	4	0	1000	6.2	256	2	1	0	2	1	1	1
40	1	600	6.4	128	1	0	1000	5.8	256	4	1	1000	6	256	3	0	1	2	1	1	1
40	2	600	6	128	2	1	600	6.4	512	1	1	400	5.8	64	4	1	1	2	1	1	1
40	1	400	5.8	64	1	1	400	6	128	2	0	800	6.4	512	4	1	1	1	1	1	1
40	2	600	6.2	128	2	1	400	6	64	4	1	400	6.2	512	2	0	1	1	1	1	1
40	2	1000	6	64	3	1	600	5.8	512	1	0	1000	6.4	64	4	1	0	2	1	1	1
40	1	400	6.4	64	2	0	800	5.8	512	2	1	800	6.2	256	3	0	0	2	1	1	1
40	1	600	6.4	512	2	0	800	6	64	2	1	600	5.8	64	3	1	1	3	1	1	1
40	3	1000	6.4	64	1	1	1000	6	128	3	0	1000	6	512	3	0	0	2	1	1	1
40	2	800	5.8	512	4	0	1000	6.2	256	3	0	800	6.2	64	1	1	0	3	1	1	1
40	1	400	5.8	256	4	0	1000	6.2	256	3	1	600	6.4	128	1	1	0	2	1	1	1
41	3	800	6.2	256	3	0	600	5.8	128	1	1	600	6.4	128	4	0	0	1	1	1	1
41	2	800	6.2	256	3	1	400	6.4	256	4	0	400	5.8	128	1	1	0	1	1	1	1
41	2	1000	6.2	256	3	0	600	6.4	64	2	0	800	5.8	512	2	0	0	2	1	1	1
41	1	400	5.8	128	4	0	800	6.4	512	1	1	600	6	256	2	0	0	2	1	1	1
41	3	1000	6	512	4	1	800	6.2	128	3	0	400	6	128	1	0	0	1	1	1	1
41	2	800	6	512	1	1	400	6.2	64	4	0	1000	6.2	256	2	1	1	2	1	1	1
41	1	600	6.4	128	1	0	1000	5.8	256	4	1	1000	6	256	3	0	1	3	1	1	1
41	3	600	6	128	2	1	600	6.4	512	1	1	400	5.8	64	4	1	1	2	1	1	1
41	2	400	5.8	64	1	1	400	6	128	2	0	800	6.4	512	4	1	1	2	1	1	1
41	3	600	6.2	128	2	1	400	6	64	4	1	400	6.2	512	2	0	0	2	1	1	1
41	2	1000	6	64	3	1	600	5.8	512	1	0	1000	6.4	64	4	1	0	1	1	1	1
41	1	400	6.4	64	2	0	800	5.8	512	2	1	800	6.2	256	3	0	1	2	1	1	1
41	1	600	6.4	512	2	0	800	6	64	2	1	600	5.8	64	3	1	1	2	1	1	1
41	3	1000	6.4	64	1	1	1000	6	128	3	0	1000	6	512	3	0	1	1	1	1	1
41	1	800	5.8	512	4	0	1000	6.2	256	3	0	800	6.2	64	1	1	0	2	1	1	1
41	1	400	5.8	256	4	0	1000	6.2	256	3	1	600	6.4	128	1	1	0	2	1	1	1
42	3	800	6.2	256	3	0	600	5.8	128	1	1	600	6.4	128	4	0	0	3	1	1	1
42	2	800	6.2	256	3	1	400	6.4	256	4	0	400	5.8	128	1	1	0	3	1	1	1
42	2	1000	6.2	256	3	0	600	6.4	64	2	0	800	5.8	512	2	0	1	1	1	1	1
42	2	400	5.8	128	4	0	800	6.4	512	1	1	600	6	256	2	0	1	2	1	1	1
42	3	1000	6	512	4	1	800	6.2	128	3	0	400	6	128	1	0	0	2	1	1	1
42	2	800	6	512	1	1	400	6.2	64	4	0	1000	6.2	256	2	1	1	3	1	1	1
42	1	600	6.4	128	1	0	1000	5.8	256	4	1	1000	6	256	3	0	1	1	1	1	1
42	3	600	6	128	2	1	600	6.4	512	1	1	400	5.8	64	4	1	0	2	1	1	1
42	3	400	5.8	64	1	1	400	6	128	2	0	800	6.4	512	4	1	0	2	1	1	1
42	3	600	6.2	128	2	1	400	6	64	4	1	400	6.2	512	2	0	0	1	1	1	1
42	2	1000	6	64	3	1	600	5.8	512	1	0	1000	6.4	64	4	1	0	1	1	1	1
42	2	400	6.4	64	2	0	800	5.8	512	2	1	800	6.2	256	3	0	0	2	1	1	1
42	1	600	6.4	512	2	0	800	6	64	2	1	600	5.8	64	3	1	0	2	1	1	1
42	1	1000	6.4	64	1	1	1000	6	128	3	0	1000	6	512	3	0	0	2	1	1	1
42	1	800	5.8	512	4	0	1000	6.2	256	3	0	800	6.2	64	1	1	0	2	1	1	1
42	3	400	5.8	256	4	0	1000	6.2	256	3	1	600	6.4	128	1	1	1	2	1	1	1
43	3	800	6.2	256	3	0	600	5.8	128	1	1	600	6.4	128	4	0	0	2	1	1	1
43	2	800	6.2	256	3	1	400	6.4	256	4	0	400	5.8	128	1	1	1	1	1	1	1
43	2	1000	6.2	256	3	0	600	6.4	64	2	0	800	5.8	512	2	0	0	3	1	1	1
43	1	400	5.8	128	4	0	800	6.4	512	1	1	600	6	256	2	0	1	1	1	1	1
43	3	1000	6	512	4	1	800	6.2	128	3	0	400	6	128	1	0	0	2	1	1	1
43	2	800	6	512	1	1	400	6.2	64	4	0	1000	6.2	256	2	1	0	1	1	1	1
43	1	600	6.4	128	1	0	1000	5.8	256	4	1	1000	6	256	3	0	1	1	1	1	1
43	2	600	6	128	2	1	600	6.4	512	1	1	400	5.8	64	4	1	1	2	1	1	1
43	3	400	5.8	64	1	1	400	6	128	2	0	800	6.4	512	4	1	1	1	1	1	1
43	3	600	6.2	128	2	1	400	6	64	4	1	400	6.2	512	2	0	0	3	1	1	1
43	2	1000	6	64	3	1	600	5.8	512	1	0	1000	6.4	64	4	1	0	1	1	1	1
43	1	400	6.4	64	2	0	800	5.8	512	2	1	800	6.2	256	3	0	1	2	1	1	1
43	1	600	6.4	512	2	0	800	6	64	2	1	600	5.8	64	3	1	1	2	1	1	1
43	1	1000	6.4	64	1	1	1000	6	128	3	0	1000	6	512	3	0	1	1	1	1	1
43	1	800	5.8	512	4	0	1000	6.2	256	3	0	800	6.2	64	1	1	1	1	1	1	1
43	1	400	5.8	256	4	0	1000	6.2	256	3	1	600	6.4	128	1	1	0	2	1	1	1
44	3	800	6.2	256	3	0	600	5.8	128	1	1	600	6.4	128	4	0	1	2	1	1	1
44	2	800	6.2	256	3	1	400	6.4	256	4	0	400	5.8	128	1	1	0	2	1	1	1
44	3	1000	6.2	256	3	0	600	6.4	64	2	0	800	5.8	512	2	0	0	2	1	1	1
44	1	400	5.8	128	4	0	800	6.4	512	1	1	600	6	256	2	0	0	2	1	1	1
44	3	1000	6	512	4	1	800	6.2	128	3	0	400	6	128	1	0	1	1	1	1	1
44	2	800	6	512	1	1	400	6.2	64	4	0	1000	6.2	256	2	1	0	2	1	1	1
44	1	600	6.4	128	1	0	1000	5.8	256	4	1	1000	6	256	3	0	0	3	1	1	1
44	2	600	6	128	2	1	600	6.4	512	1	1	400	5.8	64	4	1	1	2	1	1	1
44	1	400	5.8	64	1	1	400	6	128	2	0	800	6.4	512	4	1	0	2	1	1	1
44	2	600	6.2	128	2	1	400	6	64	4	1	400	6.2	512	2	0	1	2	1	1	1
44	2	1000	6	64	3	1	600	5.8	512	1	0	1000	6.4	64	4	1	0	2	1	1	1
44	1	400	6.4	64	2	0	800	5.8	512	2	1	800	6.2	256	3	0	0	2	1	1	1
44	1	600	6.4	512	2	0	800	6	64	2	1	600	5.8	64	3	1	1	2	1	1	1
44	3	1000	6.4	64	1	1	1000	6	128	3	0	1000	6	512	3	0	0	3	1	1	1
44	1	800	5.8	512	4	0	1000	6.2	256	3	0	800	6.2	64	1	1	0	1	1	1	1
44	1	400	5.8	256	4	0	1000	6.2	256	3	1	600	6.4	128	1	1	0	1	1	1	1
45	3	800	6.2	256	3	0	600	5.8	128	1	1	600	6.4	128	4	0	0	2	1	1	1
45	2	800	6.2	256	3	1	400	6.4	256	4	0	400	5.8	128	1	1	1	3	1	1	1
45	1	1000	6.2	256	3	0	600	6.4	64	2	0	800	5.8	512	2	0	0	1	1	1	1
45	1	400	5.8	128	4	0	800	6.4	512	1	1	600	6	256	2	0	1	1	1	1	1
45	3	1000	6	512	4	1	800	6.2	128	3	0	400	6	128	1	0	0	1	1	1	1
45	2	800	6	512	1	1	400	6.2	64	4	0	1000	6.2	256	2	1	1	1	1	1	1
45	1	600	6.4	128	1	0	1000	5.8	256	4	1	1000	6	256	3	0	1	2	1	1	1
45	2	600	6	128	2	1	600	6.4	512	1	1	400	5.8	64	4	1	1	2	1	1	1
45	3	400	5.8	64	1	1	400	6	128	2	0	800	6.4	512	4	1	0	2	1	1	1
45	3	600	6.2	128	2	1	400	6	64	4	1	400	6.2	512	2	0	0	2	1	1	1
45	2	1000	6	64	3	1	600	5.8	512	1	0	1000	6.4	64	4	1	0	1	1	1	1
45	1	400	6.4	64	2	0	800	5.8	512	2	1	800	6.2	256	3	0	1	1	1	1	1
45	1	600	6.4	512	2	0	800	6	64	2	1	600	5.8	64	3	1	1	2	1	1	1
45	3	1000	6.4	64	1	1	1000	6	128	3	0	1000	6	512	3	0	1	3	1	1	1
45	1	800	5.8	512	4	0	1000	6.2	256	3	0	800	6.2	64	1	1	0	3	1	1	1
45	1	400	5.8	256	4	0	1000	6.2	256	3	1	600	6.4	128	1	1	1	1	1	1	1
46	3	800	6.2	256	3	0	600	5.8	128	1	1	600	6.4	128	4	0	1	3	1	1	1
46	2	800	6.2	256	3	1	400	6.4	256	4	0	400	5.8	128	1	1	0	2	1	1	1
46	2	1000	6.2	256	3	0	600	6.4	64	2	0	800	5.8	512	2	0	0	2	1	1	1
46	1	400	5.8	128	4	0	800	6.4	512	1	1	600	6	256	2	0	1	2	1	1	1
46	3	1000	6	512	4	1	800	6.2	128	3	0	400	6	128	1	0	1	2	1	1	1
46	2	800	6	512	1	1	400	6.2	64	4	0	1000	6.2	256	2	1	1	2	1	1	1
46	3	600	6.4	128	1	0	1000	5.8	256	4	1	1000	6	256	3	0	0	1	1	1	1
46	3	600	6	128	2	1	600	6.4	512	1	1	400	5.8	64	4	1	1	1	1	1	1
46	3	400	5.8	64	1	1	400	6	128	2	0	800	6.4	512	4	1	0	1	1	1	1
46	3	600	6.2	128	2	1	400	6	64	4	1	400	6.2	512	2	0	0	2	1	1	1
46	2	1000	6	64	3	1	600	5.8	512	1	0	1000	6.4	64	4	1	0	2	1	1	1
46	1	400	6.4	64	2	0	800	5.8	512	2	1	800	6.2	256	3	0	1	2	1	1	1
46	1	600	6.4	512	2	0	800	6	64	2	1	600	5.8	64	3	1	1	1	1	1	1
46	3	1000	6.4	64	1	1	1000	6	128	3	0	1000	6	512	3	0	1	3	1	1	1
46	1	800	5.8	512	4	0	1000	6.2	256	3	0	800	6.2	64	1	1	0	3	1	1	1
46	1	400	5.8	256	4	0	1000	6.2	256	3	1	600	6.4	128	1	1	1	2	1	1	1
47	3	800	6.2	256	3	0	600	5.8	128	1	1	600	6.4	128	4	0	0	3	1	1	1
47	2	800	6.2	256	3	1	400	6.4	256	4	0	400	5.8	128	1	1	1	2	1	1	1
47	2	1000	6.2	256	3	0	600	6.4	64	2	0	800	5.8	512	2	0	0	3	1	1	1
47	1	400	5.8	128	4	0	800	6.4	512	1	1	600	6	256	2	0	0	1	1	1	1
47	3	1000	6	512	4	1	800	6.2	128	3	0	400	6	128	1	0	0	2	1	1	1
47	2	800	6	512	1	1	400	6.2	64	4	0	1000	6.2	256	2	1	0	1	1	1	1
47	1	600	6.4	128	1	0	1000	5.8	256	4	1	1000	6	256	3	0	1	1	1	1	1
47	2	600	6	128	2	1	600	6.4	512	1	1	400	5.8	64	4	1	1	1	1	1	1
47	2	400	5.8	64	1	1	400	6	128	2	0	800	6.4	512	4	1	0	2	1	1	1
47	3	600	6.2	128	2	1	400	6	64	4	1	400	6.2	512	2	0	1	2	1	1	1
47	2	1000	6	64	3	1	600	5.8	512	1	0	1000	6.4	64	4	1	0	2	1	1	1
47	1	400	6.4	64	2	0	800	5.8	512	2	1	800	6.2	256	3	0	1	1	1	1	1
47	1	600	6.4	512	2	0	800	6	64	2	1	600	5.8	64	3	1	1	3	1	1	1
47	1	1000	6.4	64	1	1	1000	6	128	3	0	1000	6	512	3	0	1	2	1	1	1
47	3	800	5.8	512	4	0	1000	6.2	256	3	0	800	6.2	64	1	1	0	2	1	1	1
47	1	400	5.8	256	4	0	1000	6.2	256	3	1	600	6.4	128	1	1	1	2	1	1	1
48	3	800	6.2	256	3	0	600	5.8	128	1	1	600	6.4	128	4	0	1	1	1	1	1
48	2	800	6.2	256	3	1	400	6.4	256	4	0	400	5.8	128	1	1	0	2	1	1	1
48	2	1000	6.2	256	3	0	600	6.4	64	2	0	800	5.8	512	2	0	0	3	1	1	1
48	3	400	5.8	128	4	0	800	6.4	512	1	1	600	6	256	2	0	1	1	1	1	1
48	3	1000	6	512	4	1	800	6.2	128	3	0	400	6	128	1	0	1	2	1	1	1
48	2	800	6	512	1	1	400	6.2	64	4	0	1000	6.2	256	2	1	1	3	1	1	1
48	1	600	6.4	128	1	0	1000	5.8	256	4	1	1000	6	256	3	0	1	2	1	1	1
48	3	600	6	128	2	1	600	6.4	512	1	1	400	5.8	64	4	1	1	1	1	1	1
48	2	400	5.8	64	1	1	400	6	128	2	0	800	6.4	512	4	1	0	1	1	1	1
48	3	600	6.2	128	2	1	400	6	64	4	1	400	6.2	512	2	0	0	1	1	1	1
48	2	1000	6	64	3	1	600	5.8	512	1	0	1000	6.4	64	4	1	0	2	1	1	1
48	2	400	6.4	64	2	0	800	5.8	512	2	1	800	6.2	256	3	0	1	2	1	1	1
48	1	600	6.4	512	2	0	800	6	64	2	1	600	5.8	64	3	1	0	1	1	1	1
48	2	1000	6.4	64	1	1	1000	6	128	3	0	1000	6	512	3	0	1	3	1	1	1
48	1	800	5.8	512	4	0	1000	6.2	256	3	0	800	6.2	64	1	1	1	2	1	1	1
48	1	400	5.8	256	4	0	1000	6.2	256	3	1	600	6.4	128	1	1	1	1	1	1	1
49	3	800	6.2	256	3	0	600	5.8	128	1	1	600	6.4	128	4	0	0	2	1	1	1
49	2	800	6.2	256	3	1	400	6.4	256	4	0	400	5.8	128	1	1	1	2	1	1	1
49	2	1000	6.2	256	3	0	600	6.4	64	2	0	800	5.8	512	2	0	0	1	1	1	1
49	1	400	5.8	128	4	0	800	6.4	512	1	1	600	6	256	2	0	1	1	1	1	1
49	3	1000	6	512	4	1	800	6.2	128	3	0	400	6	128	1	0	0	3	1	1	1
49	2	800	6	512	1	1	400	6.2	64	4	0	1000	6.2	256	2	1	0	2	1	1	1
49	1	600	6.4	128	1	0	1000	5.8	256	4	1	1000	6	256	3	0	1	2	1	1	1
49	2	600	6	128	2	1	600	6.4	512	1	1	400	5.8	64	4	1	0	2	1	1	1
49	3	400	5.8	64	1	1	400	6	128	2	0	800	6.4	512	4	1	0	1	1	1	1
49	1	600	6.2	128	2	1	400	6	64	4	1	400	6.2	512	2	0	1	1	1	1	1
49	2	1000	6	64	3	1	600	5.8	512	1	0	1000	6.4	64	4	1	1	2	1	1	1
49	1	400	6.4	64	2	0	800	5.8	512	2	1	800	6.2	256	3	0	1	1	1	1	1
49	1	600	6.4	512	2	0	800	6	64	2	1	600	5.8	64	3	1	1	1	1	1	1
49	3	1000	6.4	64	1	1	1000	6	128	3	0	1000	6	512	3	0	1	3	1	1	1
49	1	800	5.8	512	4	0	1000	6.2	256	3	0	800	6.2	64	1	1	0	3	1	1	1
49	1	400	5.8	256	4	0	1000	6.2	256	3	1	600	6.4	128	1	1	0	2	1	1	1
50	3	800	6.2	256	3	0	600	5.8	128	1	1	600	6.4	128	4	0	0	3	1	1	1
50	2	800	6.2	256	3	1	400	6.4	256	4	0	400	5.8	128	1	1	1	1	1	1	1
50	2	1000	6.2	256	3	0	600	6.4	64	2	0	800	5.8	512	2	0	1	3	1	1	1
50	1	400	5.8	128	4	0	800	6.4	512	1	1	600	6	256	2	0	0	1	1	1	1
50	1	1000	6	512	4	1	800	6.2	128	3	0	400	6	128	1	0	0	3	1	1	1
50	2	800	6	512	1	1	400	6.2	64	4	0	1000	6.2	256	2	1	1	3	1	1	1
50	1	600	6.4	128	1	0	1000	5.8	256	4	1	1000	6	256	3	0	0	2	1	1	1
50	3	600	6	128	2	1	600	6.4	512	1	1	400	5.8	64	4	1	1	3	1	1	1
50	3	400	5.8	64	1	1	400	6	128	2	0	800	6.4	512	4	1	1	2	1	1	1
50	2	600	6.2	128	2	1	400	6	64	4	1	400	6.2	512	2	0	1	1	1	1	1
50	2	1000	6	64	3	1	600	5.8	512	1	0	1000	6.4	64	4	1	0	2	1	1	1
50	1	400	6.4	64	2	0	800	5.8	512	2	1	800	6.2	256	3	0	1	2	1	1	1
50	1	600	6.4	512	2	0	800	6	64	2	1	600	5.8	64	3	1	1	1	1	1	1
50	3	1000	6.4	64	1	1	1000	6	128	3	0	1000	6	512	3	0	1	2	1	1	1
50	1	800	5.8	512	4	0	1000	6.2	256	3	0	800	6.2	64	1	1	1	3	1	1	1
50	3	400	5.8	256	4	0	1000	6.2	256	3	1	600	6.4	128	1	1	1	1	1	1	1
51	3	800	6.2	256	3	0	600	5.8	128	1	1	600	6.4	128	4	0	1	2	1	1	1
51	2	800	6.2	256	3	1	400	6.4	256	4	0	400	5.8	128	1	1	0	3	1	1	1
51	2	1000	6.2	256	3	0	600	6.4	64	2	0	800	5.8	512	2	0	1	3	1	1	1
51	1	400	5.8	128	4	0	800	6.4	512	1	1	600	6	256	2	0	1	3	1	1	1
51	3	1000	6	512	4	1	800	6.2	128	3	0	400	6	128	1	0	0	2	1	1	1
51	2	800	6	512	1	1	400	6.2	64	4	0	1000	6.2	256	2	1	1	3	1	1	1
51	1	600	6.4	128	1	0	1000	5.8	256	4	1	1000	6	256	3	0	1	2	1	1	1
51	3	600	6	128	2	1	600	6.4	512	1	1	400	5.8	64	4	1	1	1	1	1	1
51	2	400	5.8	64	1	1	400	6	128	2	0	800	6.4	512	4	1	0	2	1	1	1
51	3	600	6.2	128	2	1	400	6	64	4	1	400	6.2	512	2	0	0	2	1	1	1
51	2	1000	6	64	3	1	600	5.8	512	1	0	1000	6.4	64	4	1	1	1	1	1	1
51	1	400	6.4	64	2	0	800	5.8	512	2	1	800	6.2	256	3	0	1	2	1	1	1
51	1	600	6.4	512	2	0	800	6	64	2	1	600	5.8	64	3	1	0	2	1	1	1
51	1	1000	6.4	64	1	1	1000	6	128	3	0	1000	6	512	3	0	1	1	1	1	1
51	1	800	5.8	512	4	0	1000	6.2	256	3	0	800	6.2	64	1	1	1	2	1	1	1
51	1	400	5.8	256	4	0	1000	6.2	256	3	1	600	6.4	128	1	1	1	2	1	1	1
52	3	800	6.2	256	3	0	600	5.8	128	1	1	600	6.4	128	4	0	1	2	1	1	1
52	3	800	6.2	256	3	1	400	6.4	256	4	0	400	5.8	128	1	1	0	1	1	1	1
52	2	1000	6.2	256	3	0	600	6.4	64	2	0	800	5.8	512	2	0	0	1	1	1	1
52	1	400	5.8	128	4	0	800	6.4	512	1	1	600	6	256	2	0	0	2	1	1	1
52	3	1000	6	512	4	1	800	6.2	128	3	0	400	6	128	1	0	1	3	1	1	1
52	2	800	6	512	1	1	400	6.2	64	4	0	1000	6.2	256	2	1	0	1	1	1	1
52	1	600	6.4	128	1	0	1000	5.8	256	4	1	1000	6	256	3	0	0	2	1	1	1
52	2	600	6	128	2	1	600	6.4	512	1	1	400	5.8	64	4	1	0	1	1	1	1
52	3	400	5.8	64	1	1	400	6	128	2	0	800	6.4	512	4	1	1	2	1	1	1
52	3	600	6.2	128	2	1	400	6	64	4	1	400	6.2	512	2	0	1	3	1	1	1
52	2	1000	6	64	3	1	600	5.8	512	1	0	1000	6.4	64	4	1	0	2	1	1	1
52	1	400	6.4	64	2	0	800	5.8	512	2	1	800	6.2	256	3	0	0	1	1	1	1
52	1	600	6.4	512	2	0	800	6	64	2	1	600	5.8	64	3	1	1	2	1	1	1
52	3	1000	6.4	64	1	1	1000	6	128	3	0	1000	6	512	3	0	0	1	1	1	1
52	1	800	5.8	512	4	0	1000	6.2	256	3	0	800	6.2	64	1	1	0	2	1	1	1
52	1	400	5.8	256	4	0	1000	6.2	256	3	1	600	6.4	128	1	1	0	2	1	1	1
53	3	800	6.2	256	3	0	600	5.8	128	1	1	600	6.4	128	4	0	0	1	1	1	1
53	2	800	6.2	256	3	1	400	6.4	256	4	0	400	5.8	128	1	1	0	1	1	1	1
53	2	1000	6.2	256	3	0	600	6.4	64	2	0	800	5.8	512	2	0	0	2	1	1	1
53	1	400	5.8	128	4	0	800	6.4	512	1	1	600	6	256	2	0	0	3	1	1	1
53	3	1000	6	512	4	1	800	6.2	128	3	0	400	6	128	1	0	1	3	1	1	1
53	2	800	6	512	1	1	400	6.2	64	4	0	1000	6.2	256	2	1	0	1	1	1	1
53	1	600	6.4	128	1	0	1000	5.8	256	4	1	1000	6	256	3	0	1	2	1	1	1
53	2	600	6	128	2	1	600	6.4	512	1	1	400	5.8	64	4	1	1	2	1	1	1
53	2	400	5.8	64	1	1	400	6	128	2	0	800	6.4	512	4	1	0	2	1	1	1
